title,soldprice,solddate,bids,link
Topps Pokemon Card Lot Binder Included Charizard Mew Dratini Mewtwo Strikes Back,47.6,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/Topps-Pokemon-Card-Lot-Binder-Included-Charizard-Mew-Dratini-Mewtwo-Strikes-Back/284139754708?hash=item42280c94d4%3Ag%3Air0AAOSwZsJf9hrN&LH_Auction=1
Pokemon Card Charizard Base Set 2 Holo Foil 4/130 Excellent!,145.0,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Card-Charizard-Base-Set-2-Holo-Foil-4-130-Excellent/303849287321?hash=item46bed42e99%3Ag%3AUgAAAOSwKtRgAhrP&LH_Auction=1
Dark charizard 4/82 Rare Original Holo Pokemon Card Team Rocket. Great Condition,90.99,"Sold  Jan 17, 2021Sold Item",28 bids,https://www.ebay.com/itm/Dark-charizard-4-82-Rare-Original-Holo-Pokemon-Card-Team-Rocket-Great-Condition/284143794287?hash=item42284a386f%3Ag%3AIrgAAOSwKtRf-zvD&LH_Auction=1
CHARIZARD 4/102 Rare Original Holo Pokemon Card WOTC Base Set. Heavily Played,76.05,"Sold  Jan 17, 2021Sold Item",28 bids,https://www.ebay.com/itm/CHARIZARD-4-102-Rare-Original-Holo-Pokemon-Card-WOTC-Base-Set-Heavily-Played/284143766968?hash=item422849cdb8%3Ag%3AeCIAAOSwV%7ENf-zYi&LH_Auction=1
Charizard EX XY121 Black Star Promo Pokemon Card! B1433,50.0,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-EX-XY121-Black-Star-Promo-Pokemon-Card-B1433/363261322751?hash=item54940fe5ff%3Ag%3Awa0AAOSw0OVgA02h&LH_Auction=1
Pokemon XY Evolutions Charizard 11/108 Rare Holo Card PSA 10?,125.0,"Sold  Jan 17, 2021Sold Item",16 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-11-108-Rare-Holo-Card-PSA-10/203244180251?hash=item2f524c131b%3Ag%3AVxAAAOSwgDRf-y3s&LH_Auction=1
CHARIZARD V CHAMPIONS PATH PROMO SEALED NEAR MINT PSA POKEMON CARD,11.0,"Sold  Jan 17, 2021Sold Item",9 bids,https://www.ebay.com/itm/CHARIZARD-V-CHAMPIONS-PATH-PROMO-SEALED-NEAR-MINT-PSA-POKEMON-CARD/254830334477?hash=item3b5512520d%3Ag%3AJ4sAAOSwKxNf-imq&LH_Auction=1
Dark Charizard - 21/82 - Non Holo Rare - Team Rocket Pokemon Card - MINT,22.8,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/Dark-Charizard-21-82-Non-Holo-Rare-Team-Rocket-Pokemon-Card-MINT/284143705458?hash=item422848dd72%3Ag%3AIUwAAOSwyY9f-yd1&LH_Auction=1
Charizard 4/102 LP/MP Base Set 1999 WOTC Holofoil Rare Holo Pokemon Card 🔥,255.0,"Sold  Jan 17, 2021Sold Item",50 bids,https://www.ebay.com/itm/Charizard-4-102-LP-MP-Base-Set-1999-WOTC-Holofoil-Rare-Holo-Pokemon-Card/265008843138?hash=item3db3c20982%3Ag%3ALbAAAOSwRfNf-ySi&LH_Auction=1
Pokemon Island Guardians Premium Card Game Playmat + Charizard Theme Deck,15.5,"Sold  Jan 17, 2021Sold Item",2 bids,https://www.ebay.com/itm/Pokemon-Island-Guardians-Premium-Card-Game-Playmat-Charizard-Theme-Deck/164640260979?hash=item2655530373%3Ag%3AxI8AAOSwyY9f%7EcQi&LH_Auction=1
POKEMON CHARIZARD V CHAMPIONS PATH FULL ART ETB PROMO CARD 2020 SEALED SWSH050,12.5,"Sold  Jan 17, 2021Sold Item",10 bids,https://www.ebay.com/itm/POKEMON-CHARIZARD-V-CHAMPIONS-PATH-FULL-ART-ETB-PROMO-CARD-2020-SEALED-SWSH050/164636575261?hash=item26551ac61d%3Ag%3AuscAAOSwGbhf-x4P&LH_Auction=1
RESHIRAM & CHARIZARD GX 20/214 POKEMON CARD UNBROKEN BONDS ULTRA RARE nm,13.0,"Sold  Jan 17, 2021Sold Item",14 bids,https://www.ebay.com/itm/RESHIRAM-CHARIZARD-GX-20-214-POKEMON-CARD-UNBROKEN-BONDS-ULTRA-RARE-nm/402640740933?hash=item5dbf422245%3Ag%3AN2YAAOSw5IBf-xks&LH_Auction=1
Dark Charizard 21/82 Non-Holo Pokemon Card Team Rocket. Brand New,47.52,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/Dark-Charizard-21-82-Non-Holo-Pokemon-Card-Team-Rocket-Brand-New/265008745002?hash=item3db3c08a2a%3Ag%3A7PUAAOSwDHtfnLXA&LH_Auction=1
"Dark Charizard & Fire Energy Non Holo Rare, Team Rocket Vintage NM Pokemon Card",28.0,"Sold  Jan 17, 2021Sold Item",6 bids,https://www.ebay.com/itm/Dark-Charizard-Fire-Energy-Non-Holo-Rare-Team-Rocket-Vintage-NM-Pokemon-Card/184611360551?hash=item2afbb1cf27%3Ag%3Aup8AAOSwSJlf9jp4&LH_Auction=1
Charizard G Lv.X 143/147 Supreme Victors Holo Rare PSA 8 NM - MT Pokemon Card,202.5,"Sold  Jan 17, 2021Sold Item",21 bids,https://www.ebay.com/itm/Charizard-G-Lv-X-143-147-Supreme-Victors-Holo-Rare-PSA-8-NM-MT-Pokemon-Card/133635383534?hash=item1f1d4a20ee%3Ag%3A4qQAAOSwTNVf%7Eanf&LH_Auction=1
PSA 9 - MINT : CHARIZARD EX CRYSTAL GUARDIANS Pokemon Card #4 - 2006 ReverseHOLO,535.0,"Sold  Jan 17, 2021Sold Item",36 bids,https://www.ebay.com/itm/PSA-9-MINT-CHARIZARD-EX-CRYSTAL-GUARDIANS-Pokemon-Card-4-2006-ReverseHOLO/383897037537?hash=item59620beae1%3Ag%3Aj1oAAOSw3%7Edf8FS7&LH_Auction=1
Charizard - 025/185 - Pokemon Card - Vivid Voltage - Reverse Holo Rare,9.49,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-025-185-Pokemon-Card-Vivid-Voltage-Reverse-Holo-Rare/233861708087?hash=item36733e7937%3Ag%3AeYwAAOSwaDlgAuod&LH_Auction=1
Pokemon Champions Path Charizard V SWSH050 Promo Full Art Card,9.5,"Sold  Jan 17, 2021Sold Item",11 bids,https://www.ebay.com/itm/Pokemon-Champions-Path-Charizard-V-SWSH050-Promo-Full-Art-Card/293952267925?hash=item4470eba695%3Ag%3A9QoAAOSw7Q1f60kA&LH_Auction=1
Pokemon Base Set # 4 Charizard Holo Card Near Mint,910.0,"Sold  Jan 17, 2021Sold Item",16 bids,https://www.ebay.com/itm/Pokemon-Base-Set-4-Charizard-Holo-Card-Near-Mint/233856850059?hash=item3672f4588b%3Ag%3A-rsAAOSwlvlf%7EZEb&LH_Auction=1
Pokemon Champions Path Charizard V SWSH050 Promo Full Art Card *Pack Fresh*,9.01,"Sold  Jan 17, 2021Sold Item",10 bids,https://www.ebay.com/itm/Pokemon-Champions-Path-Charizard-V-SWSH050-Promo-Full-Art-Card-Pack-Fresh/114623195699?hash=item1ab0132a33%3Ag%3Avz0AAOSwuC5f-u4L&LH_Auction=1
New ListingMEGA M Charizard EX 69/106 - 2014 Pokemon Flashfire - Rare Card! Mint! PSA 9,126.0,"Sold  Jan 17, 2021Sold Item",1 bid,https://www.ebay.com/itm/MEGA-M-Charizard-EX-69-106-2014-Pokemon-Flashfire-Rare-Card-Mint-PSA-9/174599302316?hash=item28a6edecac%3Ag%3AK%7E0AAOSwioNgA3jH&LH_Auction=1
Dark Charizard 1st Edition Holo 4/82 Team Rocket Pokemon Card,217.5,"Sold  Jan 17, 2021Sold Item",33 bids,https://www.ebay.com/itm/Dark-Charizard-1st-Edition-Holo-4-82-Team-Rocket-Pokemon-Card/313376090770?hash=item48f6abaa92%3Ag%3AZfwAAOSw-Upf1qBa&LH_Auction=1
Pokemon Card - Dark Charizard/Vileplume/Slowbro Non-Holo lot 1999 Rocket Set 1st,90.5,"Sold  Jan 17, 2021Sold Item",59 bids,https://www.ebay.com/itm/Pokemon-Card-Dark-Charizard-Vileplume-Slowbro-Non-Holo-lot-1999-Rocket-Set-1st/284143434292?hash=item422844ba34%3Ag%3AdYIAAOSwILpf-s5Z&LH_Auction=1
Charizard Holo Pokemon Card | 1999 Base - BGS 8.5 (8 9 9.5 ) PSA 9?,1270.83,"Sold  Jan 17, 2021Sold Item",110 bids,https://www.ebay.com/itm/Charizard-Holo-Pokemon-Card-1999-Base-BGS-8-5-8-9-9-5-PSA-9/265008410465?hash=item3db3bb6f61%3Ag%3ATZ0AAOSwanxf-q-M&LH_Auction=1
2016 Pokemon XY Evolutions Charizard EX Holo Ultra Rare Card 12/108 M/NM,16.5,"Sold  Jan 16, 2021Sold Item",13 bids,https://www.ebay.com/itm/2016-Pokemon-XY-Evolutions-Charizard-EX-Holo-Ultra-Rare-Card-12-108-M-NM/233853885772?hash=item3672c71d4c%3Ag%3AknQAAOSw4ZZf-q1l&LH_Auction=1
Dark Charizard 21/82 - Pokemon Card,43.0,"Sold  Jan 16, 2021Sold Item",26 bids,https://www.ebay.com/itm/Dark-Charizard-21-82-Pokemon-Card/254830572068?hash=item3b5515f224%3Ag%3AwB4AAOSwCIJf-qYb&LH_Auction=1
Charizard 11/108 Reverse HOLO Rare XY Evolutions 2016 Pokemon Card,86.0,"Sold  Jan 16, 2021Sold Item",15 bids,https://www.ebay.com/itm/Charizard-11-108-Reverse-HOLO-Rare-XY-Evolutions-2016-Pokemon-Card/402640399219?hash=item5dbf3ceb73%3Ag%3AfZoAAOSwEZ9f-pc%7E&LH_Auction=1
Pokemon Charizard XY Evolutions 2016 Rare Holo Card 11/108 Pack Fresh!,25.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Charizard-XY-Evolutions-2016-Rare-Holo-Card-11-108-Pack-Fresh/164649838873?hash=item2655e52919%3Ag%3A3CwAAOSw71NgA8Pe&LH_Auction=1
Pokemon Card Charizard Base Set Holo 4/102 - HP Condition,182.5,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/Pokemon-Card-Charizard-Base-Set-Holo-4-102-HP-Condition/193846209094?hash=item2d22226a46%3Ag%3ArNMAAOSwnatf%7ETjZ&LH_Auction=1
Pokemon Champion’s Path Charizard V SWSH050 Promo Card Sealed PSA 10 MINT,13.5,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/Pokemon-Champion-s-Path-Charizard-V-SWSH050-Promo-Card-Sealed-PSA-10-MINT/265016004501?hash=item3db42f4f95%3Ag%3A2GAAAOSwKy1f-7dD&LH_Auction=1
Charizard 19/113 Legendary Treasures Holo Rare Pokemon Card!,18.5,"Sold  Jan 16, 2021Sold Item",6 bids,https://www.ebay.com/itm/Charizard-19-113-Legendary-Treasures-Holo-Rare-Pokemon-Card/233853792245?hash=item3672c5aff5%3Ag%3AxcAAAOSwzitf-o8d&LH_Auction=1
Charizard VMAX (020/189) Holo Ultra-Rare Darkness Ablaze Pokemon Card Pack Fresh,60.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-VMAX-020-189-Holo-Ultra-Rare-Darkness-Ablaze-Pokemon-Card-Pack-Fresh/164649743756?hash=item2655e3b58c%3Ag%3ADpwAAOSwNFpgA6nX&LH_Auction=1
Pokemon SM BLACK STAR PROMO Charizard GX SM60 FULL ART PROMO CARD NEAR MINT,53.0,"Sold  Jan 16, 2021Sold Item",27 bids,https://www.ebay.com/itm/Pokemon-SM-BLACK-STAR-PROMO-Charizard-GX-SM60-FULL-ART-PROMO-CARD-NEAR-MINT/174590022730?hash=item28a660544a%3Ag%3A0D0AAOSwKy1f-oJ4&LH_Auction=1
Charizard Gold Pokemon Card Burger King promo  ,16.2,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-Gold-Pokemon-Card-Burger-King-promo/114626094384?hash=item1ab03f6530%3Ag%3AGo4AAOSwuMxf9oxK&LH_Auction=1
Pokemon TCG SS Vivid Voltage 025/185 Charizard Reverse Holo Rare Card Pack Fresh,15.5,"Sold  Jan 16, 2021Sold Item",7 bids,https://www.ebay.com/itm/Pokemon-TCG-SS-Vivid-Voltage-025-185-Charizard-Reverse-Holo-Rare-Card-Pack-Fresh/254830512360?hash=item3b551508e8%3Ag%3AZqIAAOSwZ-9frJCL&LH_Auction=1
CHARIZARD 4/102 ORIGINAL BASE SET 1999 POKEMON TCG CARD HOLO FOIL RARE WOW! L@@K,128.6,"Sold  Jan 16, 2021Sold Item",10 bids,https://www.ebay.com/itm/CHARIZARD-4-102-ORIGINAL-BASE-SET-1999-POKEMON-TCG-CARD-HOLO-FOIL-RARE-WOW-L-K/133633141305?hash=item1f1d27ea39%3Ag%3A4TQAAOSw74pf-nhR&LH_Auction=1
POKEMON CARD CHARIZARD 4/100 CRYSTAL GUARDIANS DELTA SPECIES 2006 VERY NICE!,167.5,"Sold  Jan 16, 2021Sold Item",33 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-4-100-CRYSTAL-GUARDIANS-DELTA-SPECIES-2006-VERY-NICE/224311036242?hash=item3439fac952%3Ag%3ALvcAAOSwuetf-1d1&LH_Auction=1
POKEMON CARD CHARIZARD 136/135 SECRET RARE FULL ART PLASMA STORM. MP L@@K!! ,142.5,"Sold  Jan 16, 2021Sold Item",7 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-136-135-SECRET-RARE-FULL-ART-PLASMA-STORM-MP-L-K/224311031642?hash=item3439fab75a%3Ag%3AzTwAAOSwNr1f-nKU&LH_Auction=1
Charizard (025/185) - Non-Holo - Pokemon Vivid Voltage Rare NM Card TCG,7.85,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Charizard-025-185-Non-Holo-Pokemon-Vivid-Voltage-Rare-NM-Card-TCG/133633127418?hash=item1f1d27b3fa%3Ag%3AL9AAAOSwOkVf5%7Eyq&LH_Auction=1
Charizard 025/185 Vivid Voltage Non-Holo Rare Pokemon TCG Card - In Hand,5.5,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/Charizard-025-185-Vivid-Voltage-Non-Holo-Rare-Pokemon-TCG-Card-In-Hand/402642493931?hash=item5dbf5ce1eb%3Ag%3AROMAAOSwq4Nf%7ERSM&LH_Auction=1
Reshiram & Charizard GX 20/214 PSA 9 Mint Pokemon Card Unbroken Bonds,30.57,"Sold  Jan 16, 2021Sold Item",8 bids,https://www.ebay.com/itm/Reshiram-Charizard-GX-20-214-PSA-9-Mint-Pokemon-Card-Unbroken-Bonds/313375856503?hash=item48f6a81777%3Ag%3AEIoAAOSwwaFf5%7Ev0&LH_Auction=1
Pokemon Champion’s Path Charizard V SWSH050 Promo Card Sealed Possible PSA 10,15.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Champion-s-Path-Charizard-V-SWSH050-Promo-Card-Sealed-Possible-PSA-10/133632363530?hash=item1f1d1c0c0a%3Ag%3AR2oAAOSwmAxf-VyC&LH_Auction=1
HOLO BUNDLE + CHARIZARD GX 20/147 - ULTRA RARE - BURNING SHADOWS POKEMON CARD,9.02,"Sold  Jan 16, 2021Sold Item",7 bids,https://www.ebay.com/itm/HOLO-BUNDLE-CHARIZARD-GX-20-147-ULTRA-RARE-BURNING-SHADOWS-POKEMON-CARD/393092867374?hash=item5b8629252e%3Ag%3AMjkAAOSwi9Rf%7ERLk&LH_Auction=1
"Pokemon Blastoise , Charizard , Venusaur 4 Card Lot",192.5,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/Pokemon-Blastoise-Charizard-Venusaur-4-Card-Lot/284140009103?hash=item422810768f%3Ag%3ACQoAAOSw5ONf1Qp7&LH_Auction=1
Pokemon Dark Charizard Team Rocket Set Holo 4/82 Rare Card,78.0,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/Pokemon-Dark-Charizard-Team-Rocket-Set-Holo-4-82-Rare-Card/184614630034?hash=item2afbe3b292%3Ag%3AMT4AAOSwF6df-mu3&LH_Auction=1
POKEMON CARD CHARIZARD G LV.X DP45 HOLO  BLACK STAR PROMO LP DIAMOND & PEARL,33.0,"Sold  Jan 16, 2021Sold Item",14 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-G-LV-X-DP45-HOLO-BLACK-STAR-PROMO-LP-DIAMOND-PEARL/224311001156?hash=item3439fa4044%3Ag%3AHiAAAOSwgkVf-mi9&LH_Auction=1
POKEMON CARD  CHARIZARD SM158 HOLO TEAM UP BLACK STAR PROMO VERY NICE!,111.12,"Sold  Jan 16, 2021Sold Item",18 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-SM158-HOLO-TEAM-UP-BLACK-STAR-PROMO-VERY-NICE/224310995470?hash=item3439fa2a0e%3Ag%3AwE4AAOSw9s5f-mcm&LH_Auction=1
Dark Charizard Holo 4/82 - Pokemon Card,207.5,"Sold  Jan 16, 2021Sold Item",57 bids,https://www.ebay.com/itm/Dark-Charizard-Holo-4-82-Pokemon-Card/254830470241?hash=item3b55146461%3Ag%3AdLEAAOSwYX1f-mAy&LH_Auction=1
Pokemon XY Evolutions Charizard 4/102 Rare Reverse Holo Card might be a 5/6 PSA,177.5,"Sold  Jan 16, 2021Sold Item",17 bids,https://www.ebay.com/itm/Pokemon-XY-Evolutions-Charizard-4-102-Rare-Reverse-Holo-Card-might-be-a-5-6-PSA/293948760946?hash=item4470b62372%3Ag%3AHmEAAOSw8H1f-lxB&LH_Auction=1
Pokemon Rare Foil Charizard GX Hidden Fates Promo #SM211 Near Mint (4) Card Lot,30.0,"Sold  Jan 16, 2021Sold Item",10 bids,https://www.ebay.com/itm/Pokemon-Rare-Foil-Charizard-GX-Hidden-Fates-Promo-SM211-Near-Mint-4-Card-Lot/402640187642?hash=item5dbf39b0fa%3Ag%3AmtcAAOSwjVRf-lur&LH_Auction=1
Pokemon Card M Charizard EX 13/108 XY Evolutions Ultra Rare Holo NM,6.4,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Card-M-Charizard-EX-13-108-XY-Evolutions-Ultra-Rare-Holo-NM/124531299237?hash=item1cfea4d3a5%3Ag%3AuwkAAOSwMiFgA5Ib&LH_Auction=1
Pokemon TCG Card Lot Charizard Black Star Promo Detective Pikachu Steelix & More,20.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-TCG-Card-Lot-Charizard-Black-Star-Promo-Detective-Pikachu-Steelix-More/124521127257?hash=item1cfe099d59%3Ag%3AUVYAAOSwNjxf-lc1&LH_Auction=1
Pokemon Card Charizard V SWSH050 Champion's Path Promo NM,8.5,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/Pokemon-Card-Charizard-V-SWSH050-Champions-Path-Promo-NM/164635662917?hash=item26550cda45%3Ag%3Ah58AAOSwjL1f7SdU&LH_Auction=1
Pokemon Card  Charizard V 019/189 Darkness Ablaze Ultra Rare Full Art Holo,15.5,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/Pokemon-Card-Charizard-V-019-189-Darkness-Ablaze-Ultra-Rare-Full-Art-Holo/402640174380?hash=item5dbf397d2c%3Ag%3A8iwAAOSw8clf-lQ1&LH_Auction=1
Charizard 4/102 1999 Base Set Holo Rare Shadow Pokemon Card,420.0,"Sold  Jan 16, 2021Sold Item",68 bids,https://www.ebay.com/itm/Charizard-4-102-1999-Base-Set-Holo-Rare-Shadow-Pokemon-Card/174589855560?hash=item28a65dc748%3Ag%3Az0EAAOSw31Nf-lR6&LH_Auction=1
Pokemon Champions Path Charizard V SWSH050 Promo Full Art Card In Hand sealed!!,14.99,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Champions-Path-Charizard-V-SWSH050-Promo-Full-Art-Card-In-Hand-sealed/274649993043?hash=item3ff26a4f53%3Ag%3AMZ4AAOSwwMBf8RXJ&LH_Auction=1
POKEMON CARD. CHARIZARD 3/110 RARE REVERSE HOLO.PL NO MARJOR BENDS OR CREASES!,285.0,"Sold  Jan 16, 2021Sold Item",3 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-3-110-RARE-REVERSE-HOLO-PL-NO-MARJOR-BENDS-OR-CREASES/224310939492?hash=item3439f94f64%3Ag%3AH5QAAOSwUrZf-lI1&LH_Auction=1
1999 Topps Pokemon Card - Stage 3 - Two Holo - Venusaur - Set of 5 - Charizard,21.65,"Sold  Jan 16, 2021Sold Item",9 bids,https://www.ebay.com/itm/1999-Topps-Pokemon-Card-Stage-3-Two-Holo-Venusaur-Set-of-5-Charizard/154284954781?hash=item23ec19949d%3Ag%3A8p8AAOSwNIJf-k-f&LH_Auction=1
Pokemon Champions Path Charizard V SWSH050 Promo Full Art Card In Hand,6.4,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Champions-Path-Charizard-V-SWSH050-Promo-Full-Art-Card-In-Hand/184614551894?hash=item2afbe28156%3Ag%3AtxYAAOSw5clf-k%7Eh&LH_Auction=1
1999 Charizard Holo #4 Pokemon game card PSA graded VG 3  Dragon foil fire spin,256.0,"Sold  Jan 16, 2021Sold Item",37 bids,https://www.ebay.com/itm/1999-Charizard-Holo-4-Pokemon-game-card-PSA-graded-VG-3-Dragon-foil-fire-spin/284145239838?hash=item422860471e%3Ag%3AHjUAAOSwm3df%7EO7V&LH_Auction=1
PSA 10 GEM MINT SHINY CHARIZARD V 079/073 SM Champion's Path Pokemon Card RARE,700.0,"Sold  Jan 16, 2021Sold Item",19 bids,https://www.ebay.com/itm/PSA-10-GEM-MINT-SHINY-CHARIZARD-V-079-073-SM-Champions-Path-Pokemon-Card-RARE/203243508253?hash=item2f5241d21d%3Ag%3Ac9QAAOSwmYNf-gJh&LH_Auction=1
 Charizard - 025/185 - Rare Pokemon Card Vivid Voltage,5.76,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/Charizard-025-185-Rare-Pokemon-Card-Vivid-Voltage/265008143741?hash=item3db3b75d7d%3Ag%3Aq9UAAOSwHHxfxJkz&LH_Auction=1
RESHIRAM & CHARIZARD GX 194/214 POKEMON CARD UNBROKEN BONDS FULL ART PSA 10 ?,23.5,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/RESHIRAM-CHARIZARD-GX-194-214-POKEMON-CARD-UNBROKEN-BONDS-FULL-ART-PSA-10/353355218455?hash=item52459cbe17%3Ag%3ATB8AAOSwInRgAjD6&LH_Auction=1
*Pokemon Game 2007 Charizard Holo Trading Card 6/108 ( Very Slight Damage),24.5,"Sold  Jan 16, 2021Sold Item",6 bids,https://www.ebay.com/itm/Pokemon-Game-2007-Charizard-Holo-Trading-Card-6-108-Very-Slight-Damage/265010795557?hash=item3db3dfd425%3Ag%3APkoAAOSwbHpf80FA&LH_Auction=1
POKEMON CARD CHARIZARD 14/181 RARE PSA 10 GEM MINT TEAM UP 2019  NON HOLO ,175.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-14-181-RARE-PSA-10-GEM-MINT-TEAM-UP-2019-NON-HOLO/224313313771?hash=item343a1d89eb%3Ag%3ANsAAAOSwcglf%7EOZ6&LH_Auction=1
Charizard VMAX 020/189 Holo Ultra-Rare Darkness Ablaze Pokemon Card - PACK FRESH,102.5,"Sold  Jan 16, 2021Sold Item",18 bids,https://www.ebay.com/itm/Charizard-VMAX-020-189-Holo-Ultra-Rare-Darkness-Ablaze-Pokemon-Card-PACK-FRESH/393089945938?hash=item5b85fc9152%3Ag%3AOVQAAOSwQC1f59uN&LH_Auction=1
Pokemon Cards - Charizard EX 12/108 - Evolutions ,8.5,"Sold  Jan 16, 2021Sold Item",12 bids,https://www.ebay.com/itm/Pokemon-Cards-Charizard-EX-12-108-Evolutions/233853575398?hash=item3672c260e6%3Ag%3AqJoAAOSwDk1f-j2k&LH_Auction=1
Pokemon Cards - Charizard EX 11/106 - Evolutions ,8.5,"Sold  Jan 16, 2021Sold Item",10 bids,https://www.ebay.com/itm/Pokemon-Cards-Charizard-EX-11-106-Evolutions/274642532206?hash=item3ff1f8776e%3Ag%3AUW8AAOSwOlBf-jy5&LH_Auction=1
POKEMON CARD PSA 8 NM-MT CHARIZARD 136/135 SECRET RARE FULL ART PLASMA STORM.,600.0,"Sold  Jan 16, 2021Sold Item",5 bids,https://www.ebay.com/itm/POKEMON-CARD-PSA-8-NM-MT-CHARIZARD-136-135-SECRET-RARE-FULL-ART-PLASMA-STORM/224313278602?hash=item343a1d008a%3Ag%3A5JgAAOSwdwpf%7ENuq&LH_Auction=1
1999 Charizard Holo Base Set MINT PSA 9 Pokemon Card #4/102. *No Reserve*,1500.0,"Sold  Jan 16, 2021Sold Item",44 bids,https://www.ebay.com/itm/1999-Charizard-Holo-Base-Set-MINT-PSA-9-Pokemon-Card-4-102-No-Reserve/313375708800?hash=item48f6a5d680%3Ag%3AEE8AAOSwg%7EFf-jH4&LH_Auction=1
🔥HOLO CHARIZARD🔥 | Holo Legendary Treasures Pokemon Card 19/113 | ,15.0,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/HOLO-CHARIZARD-Holo-Legendary-Treasures-Pokemon-Card-19-113/133629989228?hash=item1f1cf7d16c%3Ag%3AyakAAOSwHXtf9jlZ&LH_Auction=1
Reshiram & Charizard GX - SM Unbroken Bonds 20/214 - Half-Art Rare Pokemon Card,8.83,"Sold  Jan 16, 2021Sold Item",2 bids,https://www.ebay.com/itm/Reshiram-Charizard-GX-SM-Unbroken-Bonds-20-214-Half-Art-Rare-Pokemon-Card/324447639706?hash=item4b8a96189a%3Ag%3AIksAAOSwsJtf-iuk&LH_Auction=1
Slightly Damaged Charizard #6 1999 Topps Pokemon Card TV Animation Edition,8.5,"Sold  Jan 16, 2021Sold Item",2 bids,https://www.ebay.com/itm/Slightly-Damaged-Charizard-6-1999-Topps-Pokemon-Card-TV-Animation-Edition/313375664397?hash=item48f6a5290d%3Ag%3A6ZEAAOSwyY9f-iFd&LH_Auction=1
POKEMON CARD. CHARIZARD EX 105/112 RARE HOLO FIRE RED & LEAF GREEN 2004 LP-PL,232.5,"Sold  Jan 16, 2021Sold Item",32 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-EX-105-112-RARE-HOLO-FIRE-RED-LEAF-GREEN-2004-LP-PL/224310811086?hash=item3439f759ce%3Ag%3AO5QAAOSwEZ9f-iK9&LH_Auction=1
POKEMON CARD CHARIZARD 100/97 HOLO SECRET RARE EX DRAGON 2003 LP  L@@K!! ,142.5,"Sold  Jan 16, 2021Sold Item",13 bids,https://www.ebay.com/itm/POKEMON-CARD-CHARIZARD-100-97-HOLO-SECRET-RARE-EX-DRAGON-2003-LP-L-K/224310800829?hash=item3439f731bd%3Ag%3ArGIAAOSwU6lf-h8Z&LH_Auction=1
Pokemon Evolutions XY Charizard Reverse Holo Card NM,0.99,"Sold  Jan 16, 2021Sold Item",1 bid,https://www.ebay.com/itm/Pokemon-Evolutions-XY-Charizard-Reverse-Holo-Card-NM/313384381654?hash=item48f72a2cd6%3Ag%3ATS0AAOSwjdBgA06b&LH_Auction=1
Charizard V Shiny Pokemon Card,330.0,"Sold  Jan 16, 2021Sold Item",25 bids,https://www.ebay.com/itm/Charizard-V-Shiny-Pokemon-Card/164635390949?hash=item265508b3e5%3Ag%3AqcYAAOSwo79f-hmy&LH_Auction=1
